"X_coord","Y_COORD","HABITAT"
295000,5229260,0
295000,5230260,1
295000,5231260,1
295000,5232260,1
295000,5233260,1
295000,5234260,1
295000,5235260,0
295000,5236260,1
295000,5237260,1
295000,5238260,0
295000,5239260,1
295000,5240260,1
295000,5241260,1
295000,5242260,1
295000,5243260,1
295000,5244260,1
295000,5245260,1
295000,5246260,1
295000,5247260,1
295000,5248260,1
295000,5249260,1
295000,5250260,1
295000,5251260,1
295000,5252260,0
295000,5253260,1
295000,5254260,1
295000,5255260,1
295000,5256260,1
295000,5257260,1
295000,5258260,0
295000,5259260,0
295000,5260260,1
295000,5261260,1
295000,5262260,1
295000,5263260,1
295000,5264260,1
295000,5265260,1
295000,5266260,0
295000,5267260,1
296000,5163260,0
296000,5164260,1
296000,5165260,1
296000,5166260,1
296000,5167260,1
296000,5168260,1
296000,5169260,1
296000,5170260,0
296000,5171260,0
296000,5172260,0
296000,5173260,0
296000,5174260,0
296000,5175260,1
296000,5176260,1
296000,5177260,0
296000,5178260,0
296000,5179260,1
296000,5180260,1
296000,5181260,0
296000,5182260,1
296000,5183260,1
296000,5184260,0
296000,5185260,1
296000,5186260,1
296000,5187260,1
296000,5188260,1
296000,5189260,1
296000,5190260,1
296000,5191260,1
296000,5192260,1
296000,5193260,1
296000,5194260,1
296000,5195260,0
296000,5196260,1
296000,5197260,1
296000,5198260,1
296000,5199260,0
296000,5200260,0
296000,5201260,1
296000,5202260,1
296000,5203260,1
296000,5204260,1
296000,5205260,0
296000,5206260,0
296000,5207260,1
296000,5208260,0
296000,5209260,0
296000,5210260,1
296000,5211260,1
296000,5212260,1
296000,5213260,1
296000,5214260,1
296000,5215260,1
296000,5216260,1
296000,5217260,1
296000,5218260,1
296000,5219260,1
296000,5220260,1
296000,5221260,1
296000,5222260,1
296000,5223260,1
296000,5224260,1
296000,5225260,1
296000,5226260,1
296000,5227260,0
296000,5228260,1
296000,5229260,0
296000,5230260,0
296000,5231260,1
296000,5232260,1
296000,5233260,0
296000,5234260,1
296000,5235260,1
296000,5236260,1
296000,5237260,1
296000,5238260,1
296000,5239260,0
296000,5240260,0
296000,5241260,1
296000,5242260,1
296000,5243260,1
296000,5244260,1
296000,5245260,1
296000,5246260,1
296000,5247260,1
296000,5248260,1
296000,5249260,0
296000,5250260,1
296000,5251260,0
296000,5252260,1
296000,5253260,0
296000,5254260,1
296000,5255260,1
296000,5256260,1
296000,5257260,0
296000,5258260,1
296000,5259260,1
296000,5260260,1
296000,5261260,1
296000,5262260,1
296000,5263260,0
296000,5264260,1
296000,5265260,0
296000,5266260,1
296000,5267260,0
297000,5163260,1
297000,5164260,1
297000,5165260,0
297000,5166260,0
297000,5167260,1
297000,5168260,0
297000,5169260,0
297000,5170260,0
297000,5171260,0
297000,5172260,0
297000,5173260,1
297000,5174260,0
297000,5175260,1
297000,5176260,1
297000,5177260,1
297000,5178260,0
297000,5179260,1
297000,5180260,0
297000,5181260,1
297000,5182260,1
297000,5183260,1
297000,5184260,1
297000,5185260,0
297000,5186260,1
297000,5187260,1
297000,5188260,1
297000,5189260,1
297000,5190260,1
297000,5191260,0
297000,5192260,1
297000,5193260,0
297000,5194260,1
297000,5195260,1
297000,5196260,1
297000,5197260,0
297000,5198260,1
297000,5199260,1
297000,5200260,0
297000,5201260,1
297000,5202260,1
297000,5203260,1
297000,5204260,1
297000,5205260,1
297000,5206260,1
297000,5207260,0
297000,5208260,1
297000,5209260,1
297000,5210260,0
297000,5211260,1
297000,5212260,1
297000,5213260,1
297000,5214260,1
297000,5215260,1
297000,5216260,1
297000,5217260,1
297000,5218260,1
297000,5219260,1
297000,5220260,1
297000,5221260,1
297000,5222260,1
297000,5223260,1
297000,5224260,1
297000,5225260,1
297000,5226260,1
297000,5227260,1
297000,5228260,1
297000,5229260,1
297000,5230260,0
297000,5231260,0
